REG_ANS;CNPJ;Razao_Social
366064;7,8953E+13;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO
324213;9,23701E+12;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL
335479;2,91358E+13;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.
344397;2,87145E+13;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO
305227;7,84208E+13;UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO
362140;1,02199E+13;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO
415014;6,09117E+12;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO
309907;3,73135E+13;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO
324523;4,09602E+13;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO
304344;4,29405E+13;UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.
370681;8,08716E+13;UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS
336467;8,31581E+12;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO
353060;3,84995E+13;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.
355593;4,16872E+13;UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.
311375;8,98705E+13;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
323993;2,88065E+13;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO
362832;8,91001E+13;UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.
319384;8,76071E+13;UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
349712;7,77817E+13;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO
353876;7,30439E+11;UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO
343722;1,01247E+12;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA
352501;8,70966E+13;UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.
337374;5,65723E+12;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA
316148;4,17819E+13;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS
344885;1,12146E+13;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO
311847;4,9211E+13;UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO
306100;8,17157E+13;UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO 
316458;4,15114E+13;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO
313475;6,96122E+13;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO
342386;3,98021E+12;UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO
306762;2,32204E+12;UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO
371254;7,67672E+13;UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO
305472;3,3547E+13;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA
350648;8,96405E+13;UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
328375;9,23161E+13;UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
353698;5,32888E+11;UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA
330566;6,87092E+13;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO
337871;8,43137E+13;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA
320251;3,72756E+13;UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO
359777;2,46769E+13;UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA
346276;5,88372E+13;UNIMED SALTO/ITU - COOPERATIVA MÉDICA
319708;8,74974E+13;UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA
331872;6,02145E+13;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO
335100;4,51001E+13;UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO
416801;1,04142E+13;UNIMED SAÚDE E ODONTO S.A
701;4,48726E+12;UNIMED SEGUROS SAÚDE S/A
337668;1,33603E+13;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO
325571;8,78277E+13;UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA
348295;4,54E+13;UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO
343153;2,42948E+13;UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO
324175;7,10645E+13;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO
327468;6,69163E+13;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO
320706;3,2441E+13;UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO
353027;5,71498E+13;UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO
354031;4,53592E+13;UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO
323926;2,53291E+13;UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO
327638;7,11869E+13;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.
370088;2,54716E+13;UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO
327352;6,64532E+13;UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO
316881;6,63436E+13;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO
353353;7,24114E+12;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO
359033;4,2856E+13;UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.
364070;6,43888E+13;UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO
337498;9,46953E+11;UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO
354066;1,77747E+13;UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.
384577;1,77907E+13;UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA
335541;9,21286E+13;UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
359289;1,69919E+13;UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO
337561;8,64835E+13;UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA
313211;8,73064E+13;UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
302228;7,47041E+11;UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO
370975;7,05239E+13;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO
334511;1,77332E+12;UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS
308811;8,05257E+13;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI 
314099;2,59739E+12;UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO
356417;8,82589E+13;UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA
323268;4,0853E+13;UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO
311057;1,37114E+12;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA
344729;1,78455E+13;UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO
317896;7,14998E+13;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA
342131;1,65909E+12;UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA
357391;2,75784E+13;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO
314587;6,63435E+13;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO
393321;4,21639E+13;UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO
343731;2,86305E+13;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA
414891;1,14149E+12;UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO
403512;2,98869E+12;UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA
340120;3,90564E+11;UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA
383929;6,29608E+11;UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA
327093;6,60954E+13;UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA
368555;1,53085E+13;UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA
353752;8,73038E+13;UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA
343919;1,75128E+12;UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA
347604;6,90151E+13;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA
349283;3,28442E+13;UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO
316997;6,54422E+13;UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA
362824;1,85669E+12;UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA
311669;14922000158;UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA
347477;1,9464E+12;UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA
347302;22130000125;UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA
350494;5,13048E+13;UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA
347183;3,51189E+12;UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT.
402516;3,00585E+12;UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA
354686;8,55599E+11;UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA
400556;1,63259E+13;UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA
301647;2,01557E+12;UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA
335258;2,37251E+13;UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA
309257;2,08525E+12;UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA
361569;1,29235E+13;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA
347795;5,95274E+13;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA
369462;6,30624E+13;UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA
344681;8,47821E+11;UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA
350770;8,22395E+13;UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA
311391;2,30315E+13;UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.
343404;3,74968E+13;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA
336238;1,59274E+12;UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA
331104;2,06403E+12;UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA
336017;1,72586E+11;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA
305740;2,41251E+13;UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA
403997;2,94849E+12;UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA.
349011;9,66093E+13;UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA
336025;2,74209E+12;UNIODONTO DE RONDONIA COOPERATIVA LTDA.
310107;1,34164E+13;UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.
378682;1,2213E+12;UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA
342203;2,33827E+12;UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS
373109;8,26676E+11;UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA
334243;5,87029E+13;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA
313751;7,31628E+13;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO
350290;1,90294E+12;UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA
359726;2,41886E+12;UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA
350630;1,42292E+12;UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA
314315;4,45959E+13;UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS
358339;3,72566E+13;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA
313807;1,99703E+11;UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA
370711;2,58097E+12;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA
341894;1,19565E+11;UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA.
358436;8,91689E+11;UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS
343056;5,31736E+11;UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA
321125;2,42439E+13;UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA
381144;1,36754E+12;UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA
382337;1,06631E+12;UNIODONTO METROPOLITANA COOPERATIVA ODONTOLÓGICA.
303291;2,31378E+12;UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE
419729;2,76841E+12;UNIODONTO PASSOS - COOPERATIVA ODONTOLÓGICA
361593;9,63964E+13;UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO
402109;2,77273E+12;UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.
346004;5,22045E+13;UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA
378941;2,26028E+12;UNIODONTO PIRASSUNUNGA - COOPERATIVA ODONTOLÓGICA
315818;8,26212E+13;UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA
366439;8,89381E+13;UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA
344451;2,61852E+13;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA
406121;3,15004E+12;UNIODONTO RESENDE - COOPERATIVA ODONTOLOGICA
367966;2,66231E+12;UNIODONTO RIO GRANDE-LITORAL COOPERATIVA ODONTOLOGICA LTDA
305421;7,21201E+13;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA
327441;1,29079E+12;UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SAÚDE ODONTOLÓGICA LTDA
314871;2,03368E+12;UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO
335525;5,49122E+13;UNIODONTO SÃO CARLOS -  COOPERATIVA ODONTOLÓGICA
303259;5,32061E+13;UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA
319350;2,03049E+12;UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO
370568;1,73331E+13;UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA
382655;2,1498E+12;UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA
345318;8,23781E+12;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE
420808;2,47056E+13;UNION ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA - EPP
421278;2,90459E+13;UNIPACTUM ADMINISTRADORA DE BENEFÍCIOS LTDA.
423114;4,37076E+13;UNITY ADMINISTRADORA DE BENEFÍCIOS LTDA
423335;4,64266E+13;UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.
413348;6,73633E+13;UNIVERSAL PLANO ODONTOLOGICO LTDA
422134;3,46081E+13;UNIVIDA USA OPERADORA EM SAUDE S/A
418137;1,10764E+13;UNIX SAÚDE S.A
424609;6,03981E+13;UNIÃO HOSPITAIS DE PERNAMBUCO LTDA
414581;4,74575E+12;UNIÃO MÉDICA PLANOS DE SAÚDE S/A
423131;4,40609E+13;UNIÃO SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA
422126;3,48116E+13;UP HEALTH ADMINISTRADORA DE BENEFÍCIOS S/A
422223;2,78414E+13;UP SOLUÇÕES EM SAÚDE LTDA 
419061;1,63846E+13;USODONTO PLANOS DE SAÚDE LTDA
424048;2,97542E+13;VALE PLANOS DE SAÚDE LTDA
345695;3,35925E+13;VALE S/A
417301;1,134E+13;VALEM ADMINISTRADORA DE BENEFÍCIOS LTDA
417581;1,20911E+13;VALLOR ADMINISTRADORA DE BENEFÍCIOS LTDA
423751;5,15121E+13;VALOR SAUDE ADMINISTRADORA DE BENEFICIOS LTDA
424013;5,1422E+13;VCT PLANOS DE SAUDE LTDA
420018;2,3533E+13;VECTORIAL ADMINISTRADORA DE BENEFÍCIOS LTDA
424412;3,7844E+13;VETTOR ADMINISTRADORA DE BENEFICIOS LTDA
422240;3,01689E+13;VIDA & SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA
424773;6,37821E+13;VIDA E SAUDE ASSISTENCIA MEDICA LTDA.
422835;4,12489E+13;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.
416789;9,16478E+12;VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA
344443;8,64888E+11;VIDAPLAN SAÚDE LTDA. 
414905;1,64834E+12;VITA ASSISTÊNCIA A SAÚDE LTDA.
423831;5,09918E+13;VITACARE PLANOS DE SAUDE LTDA
424722;6,21702E+13;VITAPLENA OPERADORA DE PLANOS DE SAÚDE LTDA
423378;4,66829E+13;VITREA ADMINISTRADORA DE BENEFÍCIOS LTDA
422592;2,96041E+13;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.
361461;3,7881E+13;VIVACOM PLANOS DE SAÚDE
414662;4,9111E+12;VIVENTERIS LTDA
422657;4,02085E+13;VIVER BEM ADMINISTRADORA DE BENEFÍCIOS LTDA
424480;5,80542E+13;VIVER SAUDE LTDA
417122;7,98397E+12;VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA
422487;3,7319E+13;VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA
414247;4,39994E+13;VOLVO DO BRASIL VEÍCULOS LTDA.
421049;2,71192E+13;W. DENTAL PLANOS ODONTOLÓGICOS S.A
419231;1,91127E+13;WIN - ADMINISTRADORA DE BENEFÍCIOS LTDA
351628;1,12731E+12;WM ADMINISTRAÇÃO DE PLANOS ODONTOLÓGICOS LTDA.
421936;3,33319E+13;WRE BENEFÍCIOS EM SAÚDE  LTDA
423084;4,08609E+13;XIPP INTEGRADORA E ADMINISTRADORA DE BENEFICIOS LTDA
423505;4,60244E+13;XP ADMINISTRADORA DE BENEFÍCIOS LTDA.
424111;5,30119E+13;YELLOW ADMINISTRADORA DE BENEFÍCIOS LTDA
422380;3,7354E+13;YOU ASSISTÊNCIA MÉDICA LTDA.
423092;4,32271E+13;YOU ODONTO LTDA.
424315;5,80142E+13;ZEUX ADMINISTRADORA DE BENEFICIOS LTDA
419354;1,49272E+13;ZURICH SANTANDER BRASIL ODONTO LTDA.
400882;2,81137E+12;ÁPICE ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA
407534;2,80237E+13;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA
421944;3,33791E+13;ÚNICA ASSISTENCIA MEDICA LTDA 
